popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
27,219771,FALSE,0.499,0.981,8,-4.093,1,0.086,3.68E-06,0.723,0.112,0.357,113.025,4
0,202503,FALSE,0.611,0.779,5,-3.352,0,0.0369,0.0205,2.98E-05,0.319,0.585,127.991,4
1,195760,FALSE,0.69,0.858,0,-4.431,1,0.0529,0.189,0,0.113,0.755,91.884,4
0,246600,FALSE,0.64,0.644,1,-10.273,1,0.0283,0.273,0,0.0449,0.722,99.197,4
0,178024,FALSE,0.336,0.516,0,-6.756,1,0.069,0.596,0,0.0871,0.38,179.849,3
9,228503,TRUE,0.664,0.723,11,-4.875,0,0.302,0.296,0,0.152,0.525,79.987,4
19,263000,FALSE,0.646,0.446,10,-12.604,1,0.0295,0.726,0,0.387,0.354,127.552,4
18,297080,FALSE,0.64,0.856,4,-6.203,1,0.0422,0.00272,0.00182,0.278,0.681,139.996,4
15,161560,FALSE,0.656,0.819,10,-7.375,1,0.0493,0.492,3.91E-06,0.0843,0.961,157.827,4
41,247946,FALSE,0.659,0.878,11,-4.532,1,0.032,0.178,0,0.297,0.881,79.972,4
0,213000,TRUE,0.498,0.946,2,-4.792,1,0.0602,0.000121,2.53E-05,0.359,0.31,106.276,4
19,320058,FALSE,0.809,0.677,11,-4.825,0,0.0335,0.166,0.92,0.0542,0.875,110.001,4
0,238805,FALSE,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,4
22,115573,FALSE,0.501,0.429,10,-15.731,1,0.0484,0.95,0.0728,0.0945,0.482,115.485,4
43,220081,FALSE,0.65,0.629,5,-5.73,1,0.0267,0.57,0,0.335,0.651,139.946,4
24,287093,FALSE,0.448,0.955,8,-2.437,1,0.0543,0.67,1.29E-06,0.225,0.789,158.031,4
2,186066,FALSE,0.821,0.602,9,-6.628,1,0.168,0.108,0,0.246,0.628,90.035,4
29,198493,FALSE,0.626,0.681,5,-5.773,1,0.272,0.195,0,0.165,0.619,89.883,4
68,246800,FALSE,0.611,0.882,9,-11.225,1,0.0538,0.0847,1.08E-06,0.192,0.605,117.932,4
36,156200,TRUE,0.925,0.453,9,-6.797,0,0.417,0.101,1.71E-06,0.11,0.22,126.931,4
43,290933,FALSE,0.471,0.688,7,-6.55,1,0.0322,0.085,0,0.351,0.503,77.13,4
41,278853,FALSE,0.472,0.815,1,-4.293,0,0.0343,0.00754,0.00217,0.115,0.323,140.027,4
61,221428,TRUE,0.735,0.916,2,-2.082,1,0.117,0.397,2.91E-06,0.0918,0.691,167.994,4
56,149013,FALSE,0.545,0.255,8,-14.844,1,0.0311,0.362,1.77E-05,0.0841,0.831,98.088,4
5,214289,FALSE,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.011,4
0,91066,FALSE,0.43,0.0341,5,-24.869,1,0.0565,0.81,0.531,0.109,0.158,157.791,5
57,142200,FALSE,0.559,0.519,11,-11.287,0,0.085,0.305,0.0148,0.194,0.241,100.037,4
37,141394,FALSE,0.6,0.876,2,-6.934,0,0.0386,0.0143,0.000155,0.119,0.662,149.265,4
50,304000,FALSE,0.655,0.743,5,-5.171,1,0.0349,0.542,5.66E-06,0.0781,0.735,113.039,4
54,179737,FALSE,0.779,0.72,6,-4.702,0,0.2,0.149,0,0.212,0.62,94.021,4
0,217213,FALSE,0.452,0.819,2,-4.394,1,0.0863,0.175,0.69,0.224,0.423,124.649,4
25,170893,FALSE,0.651,0.332,4,-9.912,1,0.268,0.921,4.73E-06,0.633,0.671,127.427,4
45,242000,FALSE,0.503,0.586,0,-6.718,1,0.0559,0.572,0,0.847,0.577,173.919,4
69,128364,FALSE,0.753,0.662,8,-4.25,1,0.0702,0.205,3.66E-06,0.0851,0.466,94.958,4
34,207908,FALSE,0.751,0.643,0,-11.187,0,0.0365,0.603,0,0.14,0.84,102.03,4
40,274733,FALSE,0.333,0.531,0,-6.487,1,0.0263,0.55,4.31E-06,0.106,0.422,178.265,3
29,244413,FALSE,0.547,0.55,2,-9.675,1,0.0347,0.0793,0,0.124,0.412,96.473,4
41,247686,FALSE,0.609,0.826,0,-6.937,1,0.0315,0.00848,8.98E-06,0.144,0.87,124.991,4
61,213288,FALSE,0.629,0.528,10,-11.374,1,0.0247,0.791,0.000222,0.0617,0.397,93.982,4
35,380624,FALSE,0.733,0.963,7,-4.002,1,0.104,0.000329,0.126,0.099,0.0689,128.01,4
5,228586,FALSE,0.424,0.348,2,-13.686,0,0.0609,0.851,0,0.0966,0.538,76.512,4
68,227106,FALSE,0.345,0.929,3,-4.469,0,0.142,0.00015,0.00106,0.129,0.181,155.041,3
23,195720,FALSE,0.139,0.967,0,-4.801,1,0.0782,0.00165,0,0.346,0.327,168.427,4
0,154983,FALSE,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49E-06,0.116,0.645,119.978,4
26,194129,FALSE,0.586,0.42,8,-13.362,0,0.04,0.339,0,0.816,0.458,76.219,4
9,491906,FALSE,0.778,0.701,3,-10.438,1,0.0341,0.00823,0.864,0.0749,0.961,124.992,4
62,200275,FALSE,0.723,0.56,5,-8.324,0,0.035,0.645,7.42E-06,0.228,0.619,145.022,4
11,443602,FALSE,0.742,0.975,10,-5.749,0,0.038,0.00014,0.913,0.257,0.669,121.011,4
24,235333,FALSE,0.589,0.678,1,-8.24,1,0.0297,0.0145,0.00998,0.142,0.443,124.894,4
38,306546,FALSE,0.519,0.468,10,-7.287,1,0.0357,0.563,0,0.702,0.352,101.204,4
15,346835,TRUE,0.261,0.83,1,-12.776,0,0.0656,1.55E-06,0.583,0.131,0.485,134.114,4
41,217400,FALSE,0.763,0.577,10,-7.085,0,0.125,0.0875,0.00163,0.101,0.658,90.015,4
44,255121,FALSE,0.714,0.891,6,-6.752,1,0.0381,0.0513,0.0837,0.152,0.0415,123,4
28,326546,FALSE,0.587,0.421,0,-9.419,1,0.0276,0.273,0.00822,0.177,0.496,83.114,4
37,259200,FALSE,0.461,0.858,4,-6.598,1,0.0364,0.0602,0,0.916,0.564,123.193,4
34,244689,FALSE,0.677,0.537,8,-6.273,1,0.0368,0.297,0.000437,0.0863,0.373,74.001,4
46,244093,FALSE,0.603,0.715,9,-7.254,0,0.037,0.04,0,0.195,0.564,95.016,4
59,204006,FALSE,0.467,0.986,10,-4.559,0,0.136,1.32E-05,0.0144,0.114,0.199,100.01,3
21,163918,FALSE,0.477,0.396,0,-14.389,1,0.0581,0.59,0.014,0.111,0.121,81.121,4
16,283426,FALSE,0.579,0.947,1,-1.682,1,0.0723,0.000465,0.915,0.1,0.398,173.988,4
10,248986,FALSE,0.599,0.364,4,-12.63,1,0.0333,0.787,0.0658,0.0614,0.697,81.317,4
38,210400,FALSE,0.677,0.367,10,-13.646,1,0.435,0.903,0,0.708,0.828,130.131,4
21,297000,FALSE,0.552,0.562,1,-7.546,1,0.0371,0.276,0,0.0978,0.384,81.032,4
28,278000,FALSE,0.504,0.333,7,-12.575,1,0.303,0.298,0,0.297,0.305,82.921,4
60,271417,FALSE,0.229,0.949,2,-3.315,0,0.0537,1.67E-05,0.187,0.153,0.4,99.325,4
43,185466,FALSE,0.48,0.976,2,-3.24,1,0.0552,0.0224,0,0.145,0.941,165.812,4
44,207200,FALSE,0.696,0.617,2,-1.713,1,0.0286,0.196,0,0.0648,0.524,95.032,4
20,150000,FALSE,0.571,0.0359,0,-21.715,1,0.077,0.982,8.86E-05,0.128,0.28,65.155,4
33,234733,FALSE,0.741,0.763,3,-10.995,0,0.0362,0.0736,0.00377,0.0261,0.931,131.853,4
67,366136,FALSE,0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,4
52,200800,FALSE,0.425,0.876,0,-5.107,0,0.0446,7.31E-05,0.0117,0.335,0.63,160.005,4
46,223098,FALSE,0.582,0.78,7,-4.519,1,0.0506,0.00365,0.0447,0.111,0.227,142.022,5
0,250653,TRUE,0.857,0.266,7,-13.914,0,0.0443,0.913,0.0481,0.11,0.26,96.963,4
1,395093,FALSE,0.421,0.871,11,-9.193,1,0.0351,0.00608,0.411,0.19,0.384,102.383,4
82,240413,TRUE,0.83,0.739,7,-5.395,0,0.0627,0.136,2.11E-06,0.162,0.631,97.993,4
15,64039,FALSE,0.588,0.0235,9,-27.184,1,0.0855,0.994,0.963,0.104,0.502,100.233,4
40,170390,FALSE,0.743,0.611,11,-5.661,0,0.0289,0.437,0,0.15,0.61,127.986,4
55,516426,FALSE,0.311,0.876,4,-5.115,0,0.0936,0.0466,0.00442,0.134,0.296,124.584,4
56,270000,FALSE,0.527,0.714,2,-8.929,0,0.0371,0.00664,1.16E-06,0.0672,0.375,133.015,4
34,281773,FALSE,0.645,0.738,5,-7.153,1,0.0418,0.815,0.00178,0.0785,0.928,171.814,4
41,322906,FALSE,0.27,0.264,7,-10.597,1,0.033,0.224,6.10E-06,0.109,0.162,73.016,4
0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3
38,226609,FALSE,0.497,0.821,7,-5.101,1,0.0375,0.0342,0.000261,0.296,0.171,142.964,4
0,211346,FALSE,0.53,0.304,7,-10.509,1,0.0342,0.825,0.0182,0.145,0.301,90.495,3
23,136153,FALSE,0.678,0.4,7,-6.352,1,0.126,0.954,0,0.292,0.519,130.801,4
6,167760,FALSE,0.705,0.562,8,-3.378,0,0.0674,0.257,0,0.137,0.569,163.893,4
50,426715,FALSE,0.494,0.522,2,-6.723,1,0.0291,0.319,0,0.67,0.188,72.009,4
24,271226,FALSE,0.528,0.902,0,-5.518,1,0.062,0.114,0.000308,0.0599,0.248,131.063,4
25,99040,FALSE,0.723,0.524,7,-6.305,1,0.0484,0.324,0,0.118,0.97,208.284,4
54,258106,FALSE,0.205,0.984,1,-5.172,1,0.107,2.78E-05,0.247,0.148,0.203,115.732,1
42,214213,FALSE,0.205,0.95,10,-8.498,0,0.132,1.93E-05,0.805,0.212,0.314,184.43,4
45,206653,FALSE,0.543,0.638,7,-6.875,1,0.0258,0.103,0.000232,0.132,0.481,102.719,4
22,212786,FALSE,0.324,0.528,0,-8.21,1,0.0362,0.0163,0,0.343,0.47,150.721,4
68,102315,FALSE,0.751,0.739,1,-6.977,0,0.045,0.2,0,0.0926,0.405,95.003,4
0,203906,FALSE,0.614,0.699,6,-6.238,1,0.0315,0.14,0.252,0.115,0.431,107.552,4
14,454733,FALSE,0.85,0.671,1,-9.308,1,0.0422,0.00215,0.0225,0.0396,0.4,126.09,4
49,227000,FALSE,0.648,0.749,5,-7.734,0,0.191,0.0175,1.43E-05,0.0413,0.682,150.027,4
80,162569,TRUE,0.647,0.723,5,-6.214,1,0.0491,0.00503,0,0.176,0.443,105.001,4
48,211379,FALSE,0.642,0.728,7,-6.692,1,0.0315,0.245,0.00238,0.101,0.411,124.983,4
54,279293,FALSE,0.367,0.726,4,-6.773,1,0.0341,0.0294,0,0.337,0.271,172.121,4
35,125684,FALSE,0.708,0.306,10,-10.047,0,0.197,0.886,0.163,0.108,0.344,95.041,4
21,185092,FALSE,0.508,0.989,10,-2.275,0,0.427,0.0405,0.000391,0.778,0.155,154.967,4
49,88013,FALSE,0.463,0.624,10,-13.167,1,0.0485,0.0151,0.962,0.134,0.178,70.48,4
59,147774,FALSE,0.359,0.369,2,-16.999,1,0.0674,0.792,0.506,0.0986,0.124,126.558,1
0,149306,FALSE,0.605,0.497,1,-6.676,1,0.0319,0.727,3.95E-05,0.102,0.72,126.014,4
23,146053,FALSE,0.532,0.729,1,-7.451,0,0.953,0.87,0,0.914,0.445,93.429,1
46,247805,FALSE,0.698,0.389,2,-6.246,0,0.0321,0.885,0,0.136,0.704,76.897,4
4,180000,FALSE,0.796,0.777,1,-9.601,0,0.0913,9.01E-05,0.89,0.0771,0.0384,127.986,4
30,265000,FALSE,0.363,0.438,11,-12.024,0,0.0582,0.801,0,0.13,0.286,86.955,4
44,172343,FALSE,0.577,0.228,11,-14.684,1,0.0306,0.834,0.000805,0.384,0.161,119.035,4
19,192467,FALSE,0.446,0.06,9,-19.25,1,0.0298,0.981,0.96,0.0978,0.0383,76.994,4
27,193863,TRUE,0.606,0.428,1,-9.667,0,0.257,0.458,0,0.213,0.118,79.516,4
17,116220,FALSE,0.208,0.32,4,-12.057,0,0.0321,0.724,0.695,0.129,0.034,74.574,4
1,166859,FALSE,0.348,0.95,10,-5.049,0,0.124,9.93E-05,9.68E-06,0.0868,0.377,168.964,4
61,237780,FALSE,0.44,0.376,1,-11.798,1,0.0337,0.764,0.00169,0.118,0.309,97.778,4
80,388266,FALSE,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01E-06,0.075,0.158,142.352,3
46,230746,FALSE,0.718,0.498,8,-7.171,0,0.031,0.286,0.000326,0.157,0.767,138.111,4
0,135053,TRUE,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4
0,288440,FALSE,0.649,0.517,9,-5.227,0,0.0273,0.54,0,0.0601,0.185,119.968,4
51,263099,FALSE,0.393,0.69,10,-5.316,1,0.0382,0.866,4.27E-06,0.147,0.673,83.825,4
24,220459,FALSE,0.561,0.284,1,-15.309,0,0.0491,0.791,0.86,0.107,0.825,96.893,4
21,294060,FALSE,0.569,0.538,8,-10.601,1,0.0337,0.863,0.00511,0.111,0.26,96.966,4
19,320386,FALSE,0.358,0.908,1,-4.067,0,0.188,0.0943,3.52E-06,0.771,0.217,118.942,4
32,223413,FALSE,0.558,0.971,0,-3.594,1,0.128,0.0106,0,0.219,0.591,156.101,4
57,119971,FALSE,0.688,0.311,0,-10.708,1,0.0353,0.888,1.93E-06,0.361,0.36,115.573,3
40,298293,FALSE,0.719,0.738,7,-4.682,1,0.061,0.129,0.00115,0.0718,0.783,90.015,4
2,186661,FALSE,0.847,0.69,1,-7.877,0,0.0493,0.0127,6.00E-05,0.0526,0.692,125.004,4
73,210506,FALSE,0.616,0.47,5,-6.092,0,0.0253,0.291,0,0.111,0.325,80.03,4
18,305893,FALSE,0.538,0.652,6,-10.226,0,0.13,8.40E-05,0.133,0.544,0.0317,103.01,4
57,230282,FALSE,0.384,0.772,8,-4.358,0,0.311,0.114,0,0.102,0.239,73.735,4
53,233095,FALSE,0.671,0.799,6,-4.433,1,0.0626,0.0221,0.657,0.0742,0.727,173.996,4
24,319077,FALSE,0.43,0.829,4,-9.146,0,0.162,0.0845,0,0.112,0.445,141.277,3
68,200733,FALSE,0.608,0.785,11,-5.346,0,0.0472,0.00173,0,0.0762,0.806,117.983,4
0,158800,FALSE,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94E-05,0.101,0.552,176.062,4
51,214603,FALSE,0.55,0.356,9,-14.142,1,0.0405,0.637,0.187,0.32,0.343,159.911,3
73,299226,FALSE,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252,4
28,140573,FALSE,0.776,0.315,8,-11.6,1,0.0513,0.89,4.94E-05,0.23,0.72,108.864,4
50,150500,FALSE,0.589,0.703,8,-6.623,1,0.0541,0.0126,0,0.0899,0.498,119.918,4
44,564480,FALSE,0.8,0.62,7,-10.447,1,0.0749,0.000153,0.724,0.108,0.121,125.004,4
43,163596,FALSE,0.614,0.875,1,-3.225,1,0.134,0.441,0,0.424,0.818,159.847,4
2,263973,FALSE,0.718,0.891,9,-3.494,0,0.0404,0.00175,0.0146,0.138,0.828,124.981,4
23,102000,FALSE,0,0.00129,7,-29.445,1,0,0.969,0.956,0.123,0,0,0
16,138600,FALSE,0.499,0.561,11,-6.236,0,0.0537,0.854,0.00134,0.0965,0.749,105.417,4
34,223893,TRUE,0.848,0.511,6,-9.248,0,0.0774,0.135,0,0.0956,0.1,121.922,4
38,218466,FALSE,0.691,0.954,1,-1.755,1,0.0341,0.223,0.004,0.138,0.808,130.037,4
30,181520,FALSE,0.836,0.691,4,-4.169,1,0.0298,0.279,0,0.334,0.928,114.74,4
55,278146,FALSE,0.838,0.494,0,-10.255,1,0.0413,0.495,0.000701,0.299,0.729,119.978,4
8,356128,FALSE,0.857,0.933,0,-3.969,1,0.107,0.0527,0.325,0.0776,0.782,124.015,4
65,221465,FALSE,0.664,0.66,5,-4.646,1,0.0243,0.512,0,0.26,0.355,99.946,4
0,177200,FALSE,0.593,0.768,8,-10.459,1,0.0515,0.0535,0.0049,0.0476,0.874,110.41,4
38,213466,TRUE,0.489,0.865,8,-3.334,1,0.061,0.12,0,0.117,0.373,108.125,4
13,137066,FALSE,0.443,0.98,10,-4.451,0,0.169,5.90E-05,0.00645,0.357,0.399,100.317,1
38,211266,FALSE,0.699,0.95,8,-5.291,1,0.0369,0.0243,7.05E-06,0.583,0.709,124.058,4
66,192213,FALSE,0.569,0.692,9,-4.683,1,0.0323,0.0167,3.78E-05,0.126,0.737,141.632,4
15,64680,FALSE,0.309,0.00917,0,-35.767,1,0.0444,0.992,0.941,0.0933,0.679,76.791,4
59,157779,FALSE,0.769,0.395,2,-7.71,1,0.0287,0.285,0,0.0776,0.558,81.485,4
13,141517,TRUE,0.238,0.956,8,-5.126,1,0.123,4.71E-06,0.22,0.0653,0.179,104.814,4
38,322702,FALSE,0.412,0.4,5,-9.947,1,0.0271,0.756,0.0706,0.127,0.0804,147.888,4
26,159982,FALSE,0.622,0.149,0,-11.91,1,0.0425,0.913,5.01E-05,0.121,0.594,112.149,4
28,147626,FALSE,0.2,0.209,3,-12.772,1,0.0393,0.901,0.893,0.137,0.0398,76.491,4
5,308199,FALSE,0.465,0.568,2,-8.231,1,0.0339,0.00427,0.871,0.109,0.0273,95.012,4
58,190164,FALSE,0.82,0.816,5,-6.29,0,0.077,0.0216,7.81E-05,0.0541,0.861,108.98,4
66,212320,FALSE,0.718,0.583,7,-7.884,1,0.0288,0.623,0.000681,0.0612,0.422,119.971,4
40,146292,FALSE,0.576,0.498,3,-10.707,0,0.086,0.746,0.249,0.273,0.706,89.013,4
36,295466,FALSE,0.428,0.873,0,-5.444,1,0.0361,0.027,0,0.0956,0.871,146.85,4
1,242213,FALSE,0.355,0.468,4,-6.55,0,0.0318,0.0319,1.89E-05,0.109,0.416,171.407,4
28,247222,FALSE,0.389,0.272,9,-10.245,0,0.0328,0.861,0,0.0498,0.379,88.035,4
5,244804,FALSE,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4
32,380263,FALSE,0.846,0.47,1,-10.573,1,0.0524,0.0107,0.37,0.0719,0.44,119.071,4
49,225371,FALSE,0.764,0.761,1,-7.006,0,0.036,0.176,0.0938,0.0671,0.605,120.977,4
0,234546,FALSE,0.792,0.804,3,-4.752,1,0.259,0.537,0,0.342,0.807,96.041,4
15,134070,FALSE,0.286,0.977,2,-12.871,1,0.085,8.68E-06,0.965,0.244,0.048,108.043,4
47,400172,FALSE,0.778,0.893,11,-5.257,1,0.0635,0.00667,0.792,0.096,0.34,130.996,4
3,244804,FALSE,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4
0,269000,FALSE,0.123,0.272,7,-16.685,1,0.0481,0.968,0.0906,0.109,0.138,57.886,5
1,239644,FALSE,0.507,0.707,0,-9.403,1,0.0358,0.00238,0.00278,0.128,0.0676,123.94,4
72,165074,FALSE,0.43,0.569,2,-9.274,1,0.044,0.0115,0.0134,0.163,0.0668,129.992,4
50,191308,FALSE,0.641,0.479,4,-15.395,1,0.0443,0.732,0.0598,0.115,0.301,121.974,4
42,185760,FALSE,0.464,0.185,2,-13.743,1,0.04,0.946,0.000204,0.123,0.252,111.215,4
52,216445,FALSE,0.656,0.503,9,-12.465,1,0.0407,0.135,0.905,0.0864,0.0906,121,4
23,292078,FALSE,0.614,0.862,4,-3.655,0,0.061,0.295,0,0.923,0.631,119.979,4
0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4
15,211851,FALSE,0.537,0.895,1,-4.47,0,0.0539,0.00347,0.333,0.0803,0.678,173.973,4
27,327158,FALSE,0.201,0.623,8,-5.984,0,0.0386,0.447,0.000721,0.113,0.139,181.142,3
9,242506,FALSE,0.7,0.549,1,-17.226,1,0.0324,0.541,0.833,0.129,0.831,122.883,4
23,229946,FALSE,0.343,0.998,11,-3.464,1,0.0714,5.04E-06,0.727,0.443,0.0458,150.08,4
40,341962,FALSE,0.213,0.696,1,-5.025,1,0.0529,0.312,0,0.0621,0.286,153.836,3
2,277960,FALSE,0.43,0.375,11,-9.949,1,0.0289,0.374,0.376,0.316,0.189,128.791,4
47,207761,FALSE,0.551,0.687,1,-6.551,0,0.0468,0.00808,0,0.379,0.23,160.137,4
31,91599,FALSE,0.629,0.257,0,-11.876,1,0.0563,0.898,0.000314,0.114,0.296,73.216,4
49,227346,FALSE,0.681,0.838,0,-6.538,1,0.0797,0.0874,0.49,0.348,0.456,112.608,4
0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4
41,167395,FALSE,0.767,0.731,4,-3.118,0,0.0361,0.356,0,0.15,0.444,114.113,4
60,159877,FALSE,0.496,0.174,1,-11.908,1,0.0372,0.907,0.0721,0.114,0.0903,137.993,4
51,256466,FALSE,0.487,0.905,5,-3.901,0,0.0739,7.14E-05,0.000432,0.0964,0.496,93.909,4
37,294947,FALSE,0.564,0.818,8,-5.118,1,0.0559,0.255,1.91E-05,0.092,0.341,95.016,4
71,201700,FALSE,0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,4
25,252866,FALSE,0.576,0.846,5,-5.385,0,0.0336,0.723,2.89E-06,0.205,0.562,136.902,4
5,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4
27,158779,FALSE,0.614,0.53,7,-9.098,1,0.0265,0.507,3.21E-05,0.125,0.734,144.986,4
0,280500,FALSE,0.485,0.0293,4,-30.251,0,0.031,0.991,0.902,0.0964,0.0423,80.014,3
23,280426,FALSE,0.628,0.801,6,-4.424,1,0.0312,0.0319,1.13E-06,0.0895,0.274,99.989,4
39,204026,FALSE,0.664,0.328,3,-8.88,0,0.0278,0.101,0.0107,0.0954,0.337,116.115,3
17,298933,FALSE,0.283,0.9,9,-7.861,0,0.0526,0.00138,0.12,0.0537,0.417,137.493,4
17,205973,FALSE,0.617,0.808,10,-7.845,0,0.0588,0.00528,0.421,0.0736,0.881,100.544,4
29,202000,FALSE,0.732,0.673,0,-6.466,1,0.0878,0.677,0,0.267,0.591,97.789,4
25,265693,FALSE,0.401,0.521,4,-8.253,0,0.0327,0.0981,3.82E-06,0.167,0.548,155.573,4
37,222000,FALSE,0.406,0.947,11,-9.738,0,0.0817,0.000117,2.11E-05,0.109,0.328,139.913,4
0,290584,FALSE,0.556,0.315,7,-11.651,0,0.0625,0.568,0,0.0774,0.256,143.327,4
20,322333,FALSE,0.518,0.966,1,-3.845,0,0.0646,0.00977,0,0.264,0.284,130.145,4
0,240920,FALSE,0.57,0.904,0,-2.876,1,0.0601,0.00284,0,0.253,0.478,128.985,4
0,305533,FALSE,0.468,0.946,8,-6.635,1,0.0772,1.65E-05,0.0155,0.0987,0.362,81.961,4
76,197986,FALSE,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78E-05,0.0808,0.927,118.015,4
43,212853,FALSE,0.447,0.489,1,-16.204,0,0.0445,0.472,0,0.953,0.455,150.829,4
51,280760,FALSE,0.506,0.875,1,-6.264,1,0.0478,0.017,7.32E-06,0.167,0.306,130.009,3
38,290480,FALSE,0.517,0.528,2,-9.405,1,0.0293,0.913,0.309,0.123,0.108,117.04,4
33,82703,FALSE,0.221,0.203,9,-14.063,1,0.0423,0.991,0,0.109,0.127,152.553,5
53,183673,TRUE,0.753,0.554,4,-9.392,0,0.0411,0.348,4.89E-05,0.0934,0.327,98.111,4
79,232533,FALSE,0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964,4
31,252342,FALSE,0.744,0.699,9,-8.945,0,0.0385,0.725,0.0014,0.0337,0.942,100.641,4
22,210155,FALSE,0.538,0.942,7,-5.412,0,0.0879,0.000324,0.000579,0.0501,0.209,155.061,4
18,142590,FALSE,0.642,0.953,6,-4.333,0,0.466,0.16,0.000773,0.0851,0.277,164.966,4
45,151484,FALSE,0.647,0.813,9,-5.076,1,0.0758,0.135,0,0.173,0.826,153.994,4
9,143360,FALSE,0.58,0.2,2,-10.884,0,0.217,0.933,0.856,0.0944,0.335,74.873,4
46,161529,FALSE,0.721,0.782,6,-4.236,1,0.0497,0.755,0,0.405,0.727,123.121,4
53,269631,FALSE,0.539,0.339,2,-10.969,1,0.0314,0.78,0,0.0889,0.29,121.815,4
45,266294,FALSE,0.701,0.372,4,-10.517,1,0.0362,0.414,0,0.0829,0.109,114.976,4
4,191506,FALSE,0.736,0.569,8,-3.559,0,0.0779,0.144,5.27E-05,0.112,0.433,171.973,4
44,148733,FALSE,0.27,0.273,0,-13.335,0,0.0361,0.798,0.796,0.052,0.0603,119.562,4
35,187000,TRUE,0.84,0.837,6,-6.223,1,0.228,0.53,0,0.0546,0.718,105.006,4
0,179653,FALSE,0.53,0.807,4,-7.027,1,0.0286,0.131,0,0.18,0.911,143.15,4
34,260047,FALSE,0.914,0.505,6,-10.435,1,0.0516,2.83E-05,0.0773,0.0665,0.964,120.971,4
22,243666,FALSE,0.237,0.231,7,-16.479,1,0.0343,0.957,0.95,0.0984,0.212,92.766,4
39,174480,TRUE,0.531,0.876,3,-4.253,1,0.0382,0.003,1.67E-06,0.127,0.205,130.969,4
0,157400,FALSE,0.387,0.0142,3,-27.143,1,0.0457,0.973,0.901,0.0937,0.0542,137.69,3
31,171225,FALSE,0.518,0.493,9,-12.512,0,0.0468,0.684,0.089,0.395,0.346,84.016,4
0,171335,FALSE,0.405,0.0576,9,-15.525,0,0.0431,0.993,0,0.0966,0.105,69.88,5
42,160768,FALSE,0.655,0.147,8,-14.409,1,0.0371,0.88,0,0.266,0.328,116.103,4
34,431280,FALSE,0.686,0.626,4,-12.808,1,0.0383,0.0377,0.865,0.0824,0.133,126.987,3
40,226875,FALSE,0.408,0.312,3,-11.285,1,0.0387,0.879,0,0.164,0.352,179.943,3
0,97410,FALSE,0.572,0.244,1,-15.266,1,0.0828,0.993,0.0148,0.13,0.89,88.716,1
27,275040,FALSE,0.819,0.653,0,-10.157,1,0.0345,0.908,0.0608,0.0867,0.874,114.81,4
61,233413,FALSE,0.684,0.764,6,-5.342,0,0.0254,0.0129,0.000171,0.141,0.944,107.806,4
32,181280,FALSE,0.593,0.567,9,-8.299,0,0.025,0.0362,0.000235,0.0679,0.784,105.056,4
27,177933,FALSE,0.612,0.333,0,-14.111,1,0.0265,0.709,0.00914,0.122,0.419,95.42,4
51,160000,TRUE,0.562,0.321,11,-12.189,0,0.0364,0.877,4.47E-06,0.103,0.218,126.04,4
1,268800,FALSE,0.692,0.795,7,-7.356,1,0.0325,0.000633,0.674,0.0997,0.0363,124.989,4
24,262425,FALSE,0.869,0.797,6,-4.455,1,0.0318,0.414,0,0.0852,0.973,121.996,4
0,258140,TRUE,0.56,0.724,1,-6.263,1,0.0458,0.174,0.00321,0.149,0.279,159.916,4
8,324310,FALSE,0.503,0.405,7,-13.706,0,0.0416,0.371,0.000873,0.15,0.419,129,3
22,235586,FALSE,0.562,0.575,7,-8.251,1,0.034,0.625,5.87E-06,0.0963,0.357,145.077,4
32,268640,FALSE,0.428,0.857,2,-6.74,1,0.052,0.038,0.0227,0.0849,0.683,137.53,4
11,30393,FALSE,0.389,0.781,1,-5.876,1,0.162,1.56E-05,0.00555,0.189,0.816,96.196,3
44,236387,FALSE,0.64,0.722,4,-6.264,1,0.0396,0.0965,0,0.272,0.52,131.067,4
